MES;FECHA;MOTIVO;CODIGO;PROVEEDOR;UND;COSTO;TOTAL;DIVISION;SEMANA
ABRIL;4/12/2026;DAÑADO ;C201884;YIWU LYFHON INTL TRADE CO LTD;4;$16.17;$64.68;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202506;YIWU LYFHON INTL TRADE CO LTD;6;$16.28;$97.69;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C119676;YIWU LYFHON INTL TRADE CO LTD;3;$21.12;$63.35;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152084;NOVA ZONA LIBRE, S.A.;17;$5.69;$96.71;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C160661;NOVA ZONA LIBRE, S.A.;9;$10.10;$90.92;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C185136;YIWU LYFHON INTL TRADE CO LTD;10;$14.73;$147.27;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C196889;YIWU LYFHON INTL TRADE CO LTD;5;$9.08;$45.40;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C196892;YIWU LYFHON INTL TRADE CO LTD;2;$36.80;$73.61;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201636;YIWU LYFHON INTL TRADE CO LTD;1;$21.48;$21.48;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201651;YIWU LYFHON INTL TRADE CO LTD;3;$6.91;$20.72;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201677;YIWU LYFHON INTL TRADE CO LTD;1;$17.89;$17.89;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202508;YIWU LYFHON INTL TRADE CO LTD;10;$16.28;$162.82;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151118;YIWU LYFHON INTL TRADE CO LTD;1;$14.55;$14.55;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151989;NEMO TRADERS SA;1;$12.59;$12.59;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152081;NOVA ZONA LIBRE, S.A.;2;$16.41;$32.82;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152084;NOVA ZONA LIBRE, S.A.;18;$5.69;$102.40;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C194803;YIWU LYFHON INTL TRADE CO LTD;1;$17.44;$17.44;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C196890;YIWU LYFHON INTL TRADE CO LTD;3;$36.80;$110.41;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C196907;YIWU LYFHON INTL TRADE CO LTD;6;$8.84;$53.04;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201884;YIWU LYFHON INTL TRADE CO LTD;1;$16.17;$16.17;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202169;YIWU LYFHON INTL TRADE CO LTD;4;$16.59;$66.34;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202170;YIWU LYFHON INTL TRADE CO LTD;1;$16.59;$16.59;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202507;YIWU LYFHON INTL TRADE CO LTD;4;$16.28;$65.13;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202508;YIWU LYFHON INTL TRADE CO LTD;5;$16.28;$81.41;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202600;YIWU LYFHON INTL TRADE CO LTD;1;$17.88;$17.88;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202601;YIWU LYFHON INTL TRADE CO LTD;2;$17.37;$34.73;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202641;YIWU LYFHON INTL TRADE CO LTD;1;$20.93;$20.93;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203536;YIWU LYFHON INTL TRADE CO LTD;1;$7.77;$7.77;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203541;YIWU LYFHON INTL TRADE CO LTD;6;$17.10;$102.58;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203544;YIWU LYFHON INTL TRADE CO LTD;1;$7.25;$7.25;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203545;YIWU LYFHON INTL TRADE CO LTD;1;$4.15;$4.15;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;384144;NOVA ZONA LIBRE, S.A.;3;$20.52;$61.55;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;384365;NEMO TRADERS SA;2;$19.36;$38.72;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;497797;NEMO TRADERS SA;1;$13.24;$13.24;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151148;NEMO TRADERS SA;2;$12.58;$25.16;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152082;NOVA ZONA LIBRE, S.A.;1;$9.46;$9.46;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152086;NOVA ZONA LIBRE, S.A.;1;$13.24;$13.24;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C165713;NEMO TRADERS SA;4;$6.77;$27.07;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201670;YIWU LYFHON INTL TRADE CO LTD;1;$12.78;$12.78;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202793;NOVA ZONA LIBRE, S.A.;3;$11.03;$33.10;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202794;NOVA ZONA LIBRE, S.A.;7;$13.26;$92.79;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C204042;NEMO TRADERS SA;3;$6.46;$19.38;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C204043;NEMO TRADERS SA;1;$6.77;$6.77;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208273;YIWU LYFHON INTL TRADE CO LTD;29;$12.22;$354.47;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208277;YIWU LYFHON INTL TRADE CO LTD;22;$8.15;$179.27;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208278;YIWU LYFHON INTL TRADE CO LTD;3;$7.64;$22.92;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C050918;NEMO TRADERS SA;6;$9.36;$56.17;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151148;NEMO TRADERS SA;2;$12.58;$25.16;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151994;NEMO TRADERS SA;6;$22.59;$135.53;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C152083;NOVA ZONA LIBRE, S.A.;16;$11.06;$176.89;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C158099;YIWU LYFHON INTL TRADE CO LTD;8;$88.89;$711.15;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C171495;YIWU LYFHON INTL TRADE CO LTD;1;$29.24;$29.24;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201879;YIWU LYFHON INTL TRADE CO LTD;11;$7.58;$83.38;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203534;YIWU LYFHON INTL TRADE CO LTD;3;$14.51;$43.52;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C203539;YIWU LYFHON INTL TRADE CO LTD;7;$9.06;$63.44;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C204043;NEMO TRADERS SA;2;$6.77;$13.54;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208272;YIWU LYFHON INTL TRADE CO LTD;10;$12.22;$122.23;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208273;YIWU LYFHON INTL TRADE CO LTD;12;$12.22;$146.68;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C208277;YIWU LYFHON INTL TRADE CO LTD;40;$8.15;$325.95;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C018973;NEMO TRADERS SA;1;$63.27;$63.27;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C022365;NEMO TRADERS SA;19;$33.09;$628.70;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C022375;NEMO TRADERS SA;2;$44.01;$88.03;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C038600;NEMO TRADERS SA;5;$75.66;$378.30;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C151140;NEMO TRADERS SA;2;$33.02;$66.03;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C156584;NEMO TRADERS SA;5;$44.01;$220.06;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C165641;NEMO TRADERS SA;2;$53.26;$106.52;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C192480;NEMO TRADERS SA;3;$53.26;$159.77;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C209994;IMPORTADORA UNIVERSAL S.A;1;$86.10;$86.10;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C209995;IMPORTADORA UNIVERSAL S.A;1;$121.19;$121.19;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C202507;YIWU LYFHON INTL TRADE CO LTD;8;$16.28;$130.26;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;483800;YIWU LYFHON INTL TRADE CO LTD;4;$35.50;$141.99;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201626;YIWU LYFHON INTL TRADE CO LTD;3;$18.08;$54.25;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201631;YIWU LYFHON INTL TRADE CO LTD;1;$9.72;$9.72;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201641;YIWU LYFHON INTL TRADE CO LTD;1;$12.27;$12.27;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201647;YIWU LYFHON INTL TRADE CO LTD;1;$17.90;$17.90;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201649;YIWU LYFHON INTL TRADE CO LTD;9;$7.16;$64.40;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201669;YIWU LYFHON INTL TRADE CO LTD;3;$9.46;$28.39;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201672;YIWU LYFHON INTL TRADE CO LTD;11;$13.29;$146.17;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201676;YIWU LYFHON INTL TRADE CO LTD;3;$17.89;$53.67;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201679;YIWU LYFHON INTL TRADE CO LTD;1;$17.89;$17.89;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C160646;NOVA ZONA LIBRE, S.A.;9;$6.31;$56.83;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c160663;NOVA ZONA LIBRE, S.A.;10;$9.47;$94.72;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c185135;YIWU LYFHON INTL TRADE CO LTD;3;$14.47;$43.40;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c196109;NEMO TRADERS SA;1;$22.02;$22.02;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c198137;YIWU LYFHON INTL TRADE CO LTD;1;$54.63;$54.63;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201633;YIWU LYFHON INTL TRADE CO LTD;2;$11.76;$23.51;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201682;YIWU LYFHON INTL TRADE CO LTD;9;$19.42;$174.81;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201782;YIWU LYFHON INTL TRADE CO LTD;5;$18.63;$93.17;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C177976;YIWU LYFHON INTL TRADE CO LTD;1;$17.31;$17.31;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201648;YIWU LYFHON INTL TRADE CO LTD;2;$13.30;$26.61;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201665;YIWU LYFHON INTL TRADE CO LTD;1;$8.69;$8.69;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201673;YIWU LYFHON INTL TRADE CO LTD;1;$13.04;$13.04;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201683;YIWU LYFHON INTL TRADE CO LTD;2;$17.38;$34.76;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201808;YIWU LYFHON INTL TRADE CO LTD;2;$9.10;$18.19;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201847;YIWU LYFHON INTL TRADE CO LTD;3;$4.29;$12.88;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201850;YIWU LYFHON INTL TRADE CO LTD;2;$3.54;$7.07;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201860;YIWU LYFHON INTL TRADE CO LTD;7;$10.10;$70.70;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201869;YIWU LYFHON INTL TRADE CO LTD;3;$14.14;$42.43;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201870;YIWU LYFHON INTL TRADE CO LTD;1;$17.68;$17.68;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201871;YIWU LYFHON INTL TRADE CO LTD;1;$14.14;$14.14;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201875;YIWU LYFHON INTL TRADE CO LTD;3;$7.33;$21.98;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201877;YIWU LYFHON INTL TRADE CO LTD;2;$6.57;$13.14;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201881;YIWU LYFHON INTL TRADE CO LTD;2;$10.10;$20.21;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c202505;YIWU LYFHON INTL TRADE CO LTD;9;$16.28;$146.54;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201684;YIWU LYFHON INTL TRADE CO LTD;36;$9.72;$349.94;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201684;YIWU LYFHON INTL TRADE CO LTD;36;$9.72;$349.94;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201684;YIWU LYFHON INTL TRADE CO LTD;10;$9.72;$97.21;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c192738;NOVA ZONA LIBRE, S.A.;1;$87.09;$87.09;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;c201854;YIWU LYFHON INTL TRADE CO LTD;2;$15.16;$30.32;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201693;YIWU LYFHON INTL TRADE CO LTD;29;$7.68;$222.60;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C050436;NEMO TRADERS SA;1;$23.66;$23.66;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C177966;YIWU LYFHON INTL TRADE CO LTD;5;$14.21;$71.04;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201632;YIWU LYFHON INTL TRADE CO LTD;4;$13.80;$55.22;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201645;YIWU LYFHON INTL TRADE CO LTD;4;$14.32;$57.28;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201657;YIWU LYFHON INTL TRADE CO LTD;4;$8.69;$34.76;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201670;YIWU LYFHON INTL TRADE CO LTD;2;$12.78;$25.56;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201671;YIWU LYFHON INTL TRADE CO LTD;2;$13.29;$26.58;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201678;YIWU LYFHON INTL TRADE CO LTD;2;$17.89;$35.78;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201687;YIWU LYFHON INTL TRADE CO LTD;4;$23.02;$92.07;HOGAR;SEM-16
ABRIL;4/12/2026;DAÑADO ;C201689;YIWU LYFHON INTL TRADE CO LTD;2;$13.82;$27.63;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C205599;VESTIRAMA S.A.;5;$8.00;$40.01;ROPA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C205751;VESTIRAMA S.A.;24;$2.50;$60.01;ROPA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184552;YIWU LYFHON INTL TRADE CO LTD;24;$2.23;$53.63;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C180969;YIWU LYFHON INTL TRADE CO LTD;25;$1.61;$40.21;ACCESORIOS;SEM-16
ABRIL;4/13/2026;DAÑADO ;C022365;NEMO TRADERS SA;19;$1.24;$23.57;HOGAR;SEM-16
ABRIL;4/13/2026;DAÑADO ;C038600;NEMO TRADERS SA;5;$2.84;$14.21;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C208167;YIWU LYFHON INTL TRADE CO LTD;20;$1.66;$33.11;ROPA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C205600;VESTIRAMA S.A.;6;$7.17;$43.01;ROPA;SEM-16
ABRIL;4/13/2026;DAÑADO ;C208277;YIWU LYFHON INTL TRADE CO LTD;62;$0.23;$14.28;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C071421;YIWU LYFHON INTL TRADE CO LTD;1;$1.51;$1.51;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C095867;YIWU LYFHON INTL TRADE CO LTD;1;$5.54;$5.54;JUGUETERIA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C145212;YIWU LYFHON INTL TRADE CO LTD;1;$1.53;$1.53;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C145239;YIWU LYFHON INTL TRADE CO LTD;1;$0.24;$0.24;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C157490;YIWU LYFHON INTL TRADE CO LTD;4;$0.47;$1.89;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C160178;YIWU LYFHON INTL TRADE CO LTD;1;$3.43;$3.43;JUGUETERIA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C161387;YIWU LYFHON INTL TRADE CO LTD;8;$0.38;$3.06;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C161565;YIWU LYFHON INTL TRADE CO LTD;1;$7.36;$7.36;BEBE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C165206;YIWU LYFHON INTL TRADE CO LTD;1;$0.13;$0.13;CELEBRACIONES;SEM-16
ABRIL;4/13/2026;FALTANTE ;C165484;YIWU LYFHON INTL TRADE CO LTD;5;$1.58;$7.88;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C171109;YIWU LYFHON INTL TRADE CO LTD;4;$0.30;$1.18;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C171110;YIWU LYFHON INTL TRADE CO LTD;4;$0.29;$1.15;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C171269;YIWU LYFHON INTL TRADE CO LTD;12;$0.64;$7.69;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C171787;YIWU LYFHON INTL TRADE CO LTD;1;$0.27;$0.27;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C171796;YIWU LYFHON INTL TRADE CO LTD;1;$1.39;$1.39;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C172176;YIWU LYFHON INTL TRADE CO LTD;4;$0.50;$2.01;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C172191;YIWU LYFHON INTL TRADE CO LTD;20;$0.50;$10.03;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C172542;YIWU LYFHON INTL TRADE CO LTD;4;$0.31;$1.25;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C176621;YIWU LYFHON INTL TRADE CO LTD;12;$0.08;$1.00;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C176643;YIWU LYFHON INTL TRADE CO LTD;1;$1.39;$1.39;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C177837;YIWU LYFHON INTL TRADE CO LTD;5;$2.86;$14.30;JUGUETERIA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C181807;YIWU LYFHON INTL TRADE CO LTD;1;$0.17;$0.17;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184578;YIWU LYFHON INTL TRADE CO LTD;4;$1.54;$6.15;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184579;YIWU LYFHON INTL TRADE CO LTD;1;$1.68;$1.68;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184661;YIWU LYFHON INTL TRADE CO LTD;4;$0.34;$1.34;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184664;YIWU LYFHON INTL TRADE CO LTD;4;$0.34;$1.34;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184676;YIWU LYFHON INTL TRADE CO LTD;4;$0.36;$1.42;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C184677;YIWU LYFHON INTL TRADE CO LTD;4;$0.36;$1.42;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C191313;YIWU LYFHON INTL TRADE CO LTD;12;$1.20;$14.35;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C191316;YIWU LYFHON INTL TRADE CO LTD;12;$1.10;$13.16;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C191434;YIWU LYFHON INTL TRADE CO LTD;12;$0.23;$2.70;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C192845;YIWU LYFHON INTL TRADE CO LTD;6;$0.71;$4.27;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C192851;YIWU LYFHON INTL TRADE CO LTD;24;$0.31;$7.40;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C194002;YIWU LYFHON INTL TRADE CO LTD;12;$1.20;$14.37;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C195024;YIWU LYFHON INTL TRADE CO LTD;12;$0.39;$4.73;INTERIOR DETALLE;SEM-16
ABRIL;4/13/2026;FALTANTE ;C195510;YIWU LYFHON INTL TRADE CO LTD;12;$0.31;$3.72;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C195555;YIWU LYFHON INTL TRADE CO LTD;1;$0.24;$0.24;CELEBRACIONES;SEM-16
ABRIL;4/13/2026;FALTANTE ;C195566;YIWU LYFHON INTL TRADE CO LTD;2;$0.17;$0.34;CELEBRACIONES;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196399;YIWU LYFHON INTL TRADE CO LTD;1;$1.48;$1.48;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196501;YIWU LYFHON INTL TRADE CO LTD;1;$0.52;$0.52;JUGUETERIA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196785;YIWU LYFHON INTL TRADE CO LTD;24;$0.08;$1.94;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196863;YIWU LYFHON INTL TRADE CO LTD;12;$0.64;$7.62;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196897;YIWU LYFHON INTL TRADE CO LTD;1;$0.80;$0.80;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C196904;YIWU LYFHON INTL TRADE CO LTD;1;$0.80;$0.80;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197042;YIWU LYFHON INTL TRADE CO LTD;1;$1.53;$1.53;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197044;YIWU LYFHON INTL TRADE CO LTD;1;$1.63;$1.63;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197151;YIWU LYFHON INTL TRADE CO LTD;12;$0.60;$7.15;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197212;YIWU LYFHON INTL TRADE CO LTD;1;$1.11;$1.11;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197216;YIWU LYFHON INTL TRADE CO LTD;2;$1.06;$2.13;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197259;YIWU LYFHON INTL TRADE CO LTD;3;$0.87;$2.62;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197508;YIWU LYFHON INTL TRADE CO LTD;12;$0.20;$2.37;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197539;YIWU LYFHON INTL TRADE CO LTD;1;$0.46;$0.46;HOGAR;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197621;YIWU LYFHON INTL TRADE CO LTD;1;$1.13;$1.13;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197854;YIWU LYFHON INTL TRADE CO LTD;8;$3.96;$31.68;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C197855;YIWU LYFHON INTL TRADE CO LTD;3;$5.09;$15.28;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C200060;YIWU LYFHON INTL TRADE CO LTD;1;$0.28;$0.28;BELLEZA;SEM-16
ABRIL;4/13/2026;FALTANTE ;C200143;YIWU LYFHON INTL TRADE CO LTD;1;$1.14;$1.14;ACCESORIOS;SEM-16
ABRIL;4/13/2026;FALTANTE ;C200299;YIWU LYFHON INTL TRADE CO LTD;1;$1.11;$1.11;ACCESORIOS;SEM-16
