MES;FECHA;MOTIVO;CODIGO;PROVEEDOR;UND;COSTO;TOTAL;DIVISION;SEMANA
ABRIL;4/21/2026;USO DE CONTROL Y CALIDAD;C185292;YIWU LYFHON INTL TRADE CO LTD;959;$11.82;$11,338.77;ACCESORIOS;SEM-17
ABRIL;4/21/2026;ENTRADA/SIN SALDO DAÑADO;384365;NEMO TRADERS SA;1;$19.36;$19.36;HOGAR;SEM-17
ABRIL;4/21/2026;ENTRADA/SIN SALDO DAÑADO;C152083;NOVA ZONA LIBRE, S.A.;1;$11.06;$11.06;HOGAR;SEM-17
ABRIL;4/21/2026;SUMINISTRO;C198696;YIWU LYFHON INTL TRADE CO LTD;96;$29.37;$2,819.13;HOGAR;SEM-17
ABRIL;4/21/2026;SUMINISTRO;C198697;YIWU LYFHON INTL TRADE CO LTD;30;$40.25;$1,207.64;HOGAR;SEM-17
ABRIL;4/21/2026;SUMINISTRO;C198695;YIWU LYFHON INTL TRADE CO LTD;84;$30.84;$2,590.71;HOGAR;SEM-17
ABRIL;4/2/2026;SALIDA;c174293;YIWU LYFHON INTL TRADE CO LTD;1;$63.73;$63.73;HOGAR;SEM-14
ABRIL;4/16/2026;SALIDA RECLA;C208167;YIWU LYFHON INTL TRADE CO LTD;20;$58.59;$1,171.70;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C205600;VESTIRAMA S.A.;6;$222.55;$1,335.29;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C205751;VESTIRAMA S.A.;24;$77.70;$1,864.77;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184552;YIWU LYFHON INTL TRADE CO LTD;24;$77.08;$1,849.99;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;c180969;YIWU LYFHON INTL TRADE CO LTD;25;$55.88;$1,397.05;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C071421;YIWU LYFHON INTL TRADE CO LTD;1;$51.37;$51.37;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C095867;YIWU LYFHON INTL TRADE CO LTD;1;$202.52;$202.52;JUGUETERIA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C145212;YIWU LYFHON INTL TRADE CO LTD;1;$53.19;$53.19;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C145239;YIWU LYFHON INTL TRADE CO LTD;1;$8.46;$8.46;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C147516;YIWU LYFHON INTL TRADE CO LTD;2;$48.24;$96.48;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C157490;YIWU LYFHON INTL TRADE CO LTD;4;$15.95;$63.82;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C160178;YIWU LYFHON INTL TRADE CO LTD;1;$118.83;$118.83;JUGUETERIA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C161387;YIWU LYFHON INTL TRADE CO LTD;8;$12.81;$102.51;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C161565;YIWU LYFHON INTL TRADE CO LTD;1;$250.67;$250.67;BEBE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C165206;YIWU LYFHON INTL TRADE CO LTD;1;$4.36;$4.36;CELEBRACIONES;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C165484;YIWU LYFHON INTL TRADE CO LTD;5;$53.71;$268.57;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C171109;YIWU LYFHON INTL TRADE CO LTD;4;$10.83;$43.32;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C171110;YIWU LYFHON INTL TRADE CO LTD;4;$10.51;$42.05;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C171269;YIWU LYFHON INTL TRADE CO LTD;12;$23.06;$276.76;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C171787;YIWU LYFHON INTL TRADE CO LTD;1;$10.14;$10.14;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C171796;YIWU LYFHON INTL TRADE CO LTD;1;$51.97;$51.97;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C172176;YIWU LYFHON INTL TRADE CO LTD;4;$16.96;$67.85;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C172191;YIWU LYFHON INTL TRADE CO LTD;20;$17.96;$359.22;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C172542;YIWU LYFHON INTL TRADE CO LTD;4;$10.88;$43.52;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C172865;YIWU LYFHON INTL TRADE CO LTD;4;$14.95;$59.78;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C176621;YIWU LYFHON INTL TRADE CO LTD;12;$3.11;$37.33;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C176643;YIWU LYFHON INTL TRADE CO LTD;1;$51.84;$51.84;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C177837;YIWU LYFHON INTL TRADE CO LTD;5;$99.68;$498.42;JUGUETERIA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C177966;YIWU LYFHON INTL TRADE CO LTD;1;$14.21;$14.21;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C178631;YIWU LYFHON INTL TRADE CO LTD;4;$10.60;$42.42;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C181807;YIWU LYFHON INTL TRADE CO LTD;1;$5.88;$5.88;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184578;YIWU LYFHON INTL TRADE CO LTD;4;$52.99;$211.95;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184579;YIWU LYFHON INTL TRADE CO LTD;1;$57.81;$57.81;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184661;YIWU LYFHON INTL TRADE CO LTD;4;$11.53;$46.11;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184664;YIWU LYFHON INTL TRADE CO LTD;4;$11.53;$46.11;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184676;YIWU LYFHON INTL TRADE CO LTD;4;$12.25;$48.99;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C184677;YIWU LYFHON INTL TRADE CO LTD;4;$12.25;$48.99;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C191313;YIWU LYFHON INTL TRADE CO LTD;12;$42.38;$508.50;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C191316;YIWU LYFHON INTL TRADE CO LTD;12;$38.89;$466.63;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C191434;YIWU LYFHON INTL TRADE CO LTD;12;$7.39;$88.73;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C192845;YIWU LYFHON INTL TRADE CO LTD;6;$25.03;$150.15;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C192851;YIWU LYFHON INTL TRADE CO LTD;24;$10.83;$259.92;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C193898;YIWU LYFHON INTL TRADE CO LTD;12;$37.58;$450.92;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C194002;YIWU LYFHON INTL TRADE CO LTD;12;$40.09;$481.13;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C194978;YIWU LYFHON INTL TRADE CO LTD;2;$19.35;$38.71;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C194986;YIWU LYFHON INTL TRADE CO LTD;5;$82.29;$411.43;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C195024;YIWU LYFHON INTL TRADE CO LTD;12;$13.55;$162.64;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C195510;YIWU LYFHON INTL TRADE CO LTD;12;$10.89;$130.67;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C195555;YIWU LYFHON INTL TRADE CO LTD;1;$8.32;$8.32;CELEBRACIONES;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C195566;YIWU LYFHON INTL TRADE CO LTD;2;$5.94;$11.88;CELEBRACIONES;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C195604;YIWU LYFHON INTL TRADE CO LTD;1;$8.32;$8.32;CELEBRACIONES;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196399;YIWU LYFHON INTL TRADE CO LTD;1;$49.16;$49.16;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196501;YIWU LYFHON INTL TRADE CO LTD;1;$18.80;$18.80;JUGUETERIA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196785;YIWU LYFHON INTL TRADE CO LTD;24;$2.42;$57.96;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196863;YIWU LYFHON INTL TRADE CO LTD;12;$22.09;$265.05;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196897;YIWU LYFHON INTL TRADE CO LTD;1;$27.98;$27.98;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C196904;YIWU LYFHON INTL TRADE CO LTD;1;$27.98;$27.98;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197042;YIWU LYFHON INTL TRADE CO LTD;1;$53.62;$53.62;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197044;YIWU LYFHON INTL TRADE CO LTD;1;$57.10;$57.10;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197151;YIWU LYFHON INTL TRADE CO LTD;12;$20.85;$250.23;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197212;YIWU LYFHON INTL TRADE CO LTD;1;$38.99;$38.99;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197216;YIWU LYFHON INTL TRADE CO LTD;2;$37.49;$74.98;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197259;YIWU LYFHON INTL TRADE CO LTD;3;$30.14;$90.41;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197508;YIWU LYFHON INTL TRADE CO LTD;12;$6.42;$77.09;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197539;YIWU LYFHON INTL TRADE CO LTD;1;$14.87;$14.87;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197621;YIWU LYFHON INTL TRADE CO LTD;1;$39.66;$39.66;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197854;YIWU LYFHON INTL TRADE CO LTD;8;$148.95;$1,191.60;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C197855;YIWU LYFHON INTL TRADE CO LTD;3;$191.50;$574.51;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200060;YIWU LYFHON INTL TRADE CO LTD;1;$10.00;$10.00;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200143;YIWU LYFHON INTL TRADE CO LTD;1;$40.02;$40.02;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200299;YIWU LYFHON INTL TRADE CO LTD;1;$39.37;$39.37;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200309;YIWU LYFHON INTL TRADE CO LTD;1;$26.24;$26.24;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201547;YIWU LYFHON INTL TRADE CO LTD;2;$8.95;$17.89;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201638;YIWU LYFHON INTL TRADE CO LTD;5;$11.76;$58.78;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201646;YIWU LYFHON INTL TRADE CO LTD;5;$15.35;$76.73;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201709;YIWU LYFHON INTL TRADE CO LTD;2;$48.05;$96.10;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201742;YIWU LYFHON INTL TRADE CO LTD;1;$8.62;$8.62;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201754;YIWU LYFHON INTL TRADE CO LTD;1;$22.21;$22.21;CUIDADO PERSONAL;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201755;YIWU LYFHON INTL TRADE CO LTD;1;$25.83;$25.83;CUIDADO PERSONAL;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201773;YIWU LYFHON INTL TRADE CO LTD;12;$6.20;$74.37;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201803;YIWU LYFHON INTL TRADE CO LTD;1;$8.08;$8.08;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201860;YIWU LYFHON INTL TRADE CO LTD;1;$10.10;$10.10;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201882;YIWU LYFHON INTL TRADE CO LTD;1;$4.55;$4.55;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201883;YIWU LYFHON INTL TRADE CO LTD;4;$6.06;$24.24;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201891;YIWU LYFHON INTL TRADE CO LTD;12;$19.71;$236.50;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201901;YIWU LYFHON INTL TRADE CO LTD;1;$19.71;$19.71;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201995;YIWU LYFHON INTL TRADE CO LTD;1;$64.00;$64.00;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202153;YIWU LYFHON INTL TRADE CO LTD;3;$106.26;$318.77;CALZADO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202252;YIWU LYFHON INTL TRADE CO LTD;1;$36.00;$36.00;BEBE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202508;YIWU LYFHON INTL TRADE CO LTD;1;$16.28;$16.28;HOGAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202613;YIWU LYFHON INTL TRADE CO LTD;6;$3.06;$18.37;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202637;YIWU LYFHON INTL TRADE CO LTD;1;$18.39;$18.39;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203080;YIWU LYFHON INTL TRADE CO LTD;1;$2.03;$2.03;CUIDADO PERSONAL;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203114;YIWU LYFHON INTL TRADE CO LTD;4;$3.40;$13.60;CUIDADO PERSONAL;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203132;YIWU LYFHON INTL TRADE CO LTD;1;$9.13;$9.13;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203134;YIWU LYFHON INTL TRADE CO LTD;1;$9.13;$9.13;ACCESORIOS;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203190;YIWU LYFHON INTL TRADE CO LTD;2;$109.23;$218.45;CALZADO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203239;YIWU LYFHON INTL TRADE CO LTD;1;$143.99;$143.99;CALZADO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203257;YIWU LYFHON INTL TRADE CO LTD;1;$116.70;$116.70;CALZADO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203277;YIWU LYFHON INTL TRADE CO LTD;1;$134.08;$134.08;CALZADO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203614;YIWU LYFHON INTL TRADE CO LTD;12;$39.08;$469.02;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C204429;YIWU LYFHON INTL TRADE CO LTD;12;$44.85;$538.25;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C204672;YIWU LYFHON INTL TRADE CO LTD;1;$6.37;$6.37;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C204695;YIWU LYFHON INTL TRADE CO LTD;3;$18.90;$56.70;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C204715;YIWU LYFHON INTL TRADE CO LTD;2;$4.19;$8.39;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C204753;YIWU LYFHON INTL TRADE CO LTD;1;$7.73;$7.73;BELLEZA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;492113;ABDALA ZONA LIBRE S.A / STARGROUP;1;$44.40;$44.40;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;497877;ABDALA ZONA LIBRE S.A / STARGROUP;1;$45.65;$45.65;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C035800;ABDALA ZONA LIBRE S.A / STARGROUP;7;$48.33;$338.30;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C035802;ABDALA ZONA LIBRE S.A / STARGROUP;2;$44.37;$88.74;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C066971;ABDALA ZONA LIBRE S.A / STARGROUP;2;$46.99;$93.98;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C149089;ABDALA ZONA LIBRE S.A / STARGROUP;2;$110.67;$221.34;CALZADO PLASTICO;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C124170;APOLO ZONA LIBRE, S.A.;1;$207.80;$207.80;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C139304;APOLO ZONA LIBRE, S.A.;1;$41.18;$41.18;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C188747;APOLO ZONA LIBRE, S.A.;1;$241.70;$241.70;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199837;APOLO ZONA LIBRE, S.A.;1;$94.13;$94.13;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200562;APOLO ZONA LIBRE, S.A.;1;$109.10;$109.10;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200569;APOLO ZONA LIBRE, S.A.;1;$93.51;$93.51;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200572;APOLO ZONA LIBRE, S.A.;1;$109.10;$109.10;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200577;APOLO ZONA LIBRE, S.A.;2;$93.51;$187.02;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200593;APOLO ZONA LIBRE, S.A.;2;$119.49;$238.97;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200773;APOLO ZONA LIBRE, S.A.;3;$98.71;$296.12;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200784;APOLO ZONA LIBRE, S.A.;1;$171.44;$171.44;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202867;APOLO ZONA LIBRE, S.A.;12;$189.30;$2,271.66;ESCOLAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202868;APOLO ZONA LIBRE, S.A.;12;$157.66;$1,891.94;ESCOLAR;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202873;APOLO ZONA LIBRE, S.A.;2;$315.39;$630.79;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202912;APOLO ZONA LIBRE, S.A.;1;$278.62;$278.62;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203018;APOLO ZONA LIBRE, S.A.;1;$47.82;$47.82;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203029;APOLO ZONA LIBRE, S.A.;1;$41.18;$41.18;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203053;APOLO ZONA LIBRE, S.A.;1;$175.34;$175.34;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203061;APOLO ZONA LIBRE, S.A.;1;$350.75;$350.75;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199061;BODY GLOVE, S.A.;4;$249.78;$999.11;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199088;BODY GLOVE, S.A.;3;$57.24;$171.72;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199116;BODY GLOVE, S.A.;2;$109.28;$218.56;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199122;BODY GLOVE, S.A.;1;$218.60;$218.60;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199132;BODY GLOVE, S.A.;1;$202.90;$202.90;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C205768;BODY GLOVE, S.A.;2;$203.46;$406.93;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199674;INTRATEX S.A.;1;$197.54;$197.54;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C199681;INTRATEX S.A.;1;$197.54;$197.54;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201362;INTRATEX S.A.;1;$144.45;$144.45;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201363;INTRATEX S.A.;1;$144.45;$144.45;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201366;INTRATEX S.A.;1;$192.60;$192.60;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201370;INTRATEX S.A.;1;$139.12;$139.12;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201408;INTRATEX S.A.;1;$101.68;$101.68;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C201454;INTRATEX S.A.;1;$128.41;$128.41;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C203828;INTRATEX S.A.;1;$139.83;$139.83;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206731;INTRATEX S.A.;2;$163.93;$327.86;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206765;INTRATEX S.A.;1;$114.46;$114.46;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C186031;PANAMERA GROUP;1;$31.36;$31.36;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200348;PANAMERA GROUP;5;$94.08;$470.38;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200379;PANAMERA GROUP;1;$130.77;$130.77;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200386;PANAMERA GROUP;1;$188.22;$188.22;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200413;PANAMERA GROUP;1;$229.87;$229.87;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C200446;PANAMERA GROUP;7;$187.96;$1,315.69;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C202677;PANAMERA GROUP;1;$126.85;$126.85;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206061;PANAMERA GROUP;1;$109.36;$109.36;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206110;PANAMERA GROUP;1;$143.28;$143.28;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206320;PANAMERA GROUP;1;$228.88;$228.88;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206380;PANAMERA GROUP;1;$83.36;$83.36;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206549;PANAMERA GROUP;1;$270.61;$270.61;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206565;PANAMERA GROUP;1;$109.20;$109.20;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C206617;PANAMERA GROUP;2;$93.62;$187.25;ROPA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C082319;UNION ZONA LIBRE S.A.;24;$12.26;$294.30;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C108648;UNION ZONA LIBRE S.A.;12;$26.31;$315.73;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C149475;UNION ZONA LIBRE S.A.;1;$63.78;$63.78;DEPORTIVA;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C182459;UNION ZONA LIBRE S.A.;12;$12.26;$147.08;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C182460;UNION ZONA LIBRE S.A.;12;$12.26;$147.08;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C190788;UNION ZONA LIBRE S.A.;12;$10.97;$131.65;INTERIOR DETALLE;SEM-16
ABRIL;4/16/2026;SALIDA RECLA;C190798;UNION ZONA LIBRE S.A.;24;$12.26;$294.14;INTERIOR DETALLE;SEM-16
