SEMANA;Fecha;Tipo Transferencia;Origen;Destino;Division; BULTOS; UNIDADES; BULTOS; UNIDADES
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;65;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;1;51;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;2;263;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;2;383;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;50;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;3;141;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;2;83;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;1;20;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;1;10;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS INTERIOR;1;1;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;297;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS VERANO;1;1;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;4;108;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS INTERIOR;1;6;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;3;393;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS VERANO;0;2;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;2;307;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;2;90;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;1;54;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;50;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;0;23;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;4;488;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS VERANO;0;17;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;1;100;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;11;254;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;6;913;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;48;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;1;40;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;2;38;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS INTERIOR;1;30;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;1;176;;
15;7/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;1;100;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;1;50;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;1;40;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;50;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS HOGAR;1;5;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;45;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;1;152;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;2;157;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;1;37;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;5;720;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS HOGAR;1;5;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;3;757;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;3;15;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;1;75;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS HOGAR;1;5;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;1;113;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;3;74;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;2;474;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;3;61;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;462;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;1;45;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;3;71;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1;8;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;3;303;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;2;41;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;10;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;3;60;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;1;345;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;6;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;1;40;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;1;78;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;51;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;1;44;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;36;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;2;54;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS INTERIOR;1;2;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;1;272;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS HOGAR;2;48;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;1;40;;
15;8/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;1;121;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;3;140;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;264;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;45;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;1;32;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;1;40;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;8;126;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;3;252;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS INTERIOR;1;17;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;4;507;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;52;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;2;54;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS HOGAR;1;25;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;3;331;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;8;235;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;6;1,132;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;1;33;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;339;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;40;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;35;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;1;50;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;21;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;2;119;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;1;5;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;3;562;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;1;251;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;2;110;;
15;9/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;1;6;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;8;155;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;6;399;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;2;59;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;2;277;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;6;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;3;380;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS HOGAR;1;10;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;25;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;2;103;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;1;156;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;3;111;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;200;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;1;150;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;1;43;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;1;58;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;2;48;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;2;121;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;2;14;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;7;692;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;40;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;1;151;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;2;60;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;1;29;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;3;66;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;3;263;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;2;50;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;2;160;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;3;525;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;49;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;2;302;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;1;60;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;2;70;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;2;141;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;2;53;;
15;10/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;1;45;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;3;198;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;504;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;3;141;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;4;381;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;2;104;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;5;161;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;6;292;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;20;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;2;214;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;45;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;2;189;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;2;89;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;2;53;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;3;54;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;1;40;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;4;463;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;9;165;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;6;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;2;113;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;2;120;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;2;26;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;2;115;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;2;120;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;5;463;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;2;75;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;6;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;2;194;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;2;33;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;1;6;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS HOGAR;6;234;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;50;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;1;33;;
15;11/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;3;108;;
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ACCESORIOS;;;0;7
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;;;2;18
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;;;3;206
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;5;306
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS VERANO;;;0;1
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ACCESORIOS;;;0;7
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;;;1;18
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS INTERIOR;;;1;194
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;;;4;411
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS VERANO;;;0;2
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ACCESORIOS;;;0;3
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;;;1;17
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS INTERIOR;;;2;209
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;;;6;410
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS VERANO;;;0;1
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ACCESORIOS;;;0;5
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS HOGAR;;;1;16
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS INTERIOR;;;1;161
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;;;4;414
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS VERANO;;;0;2
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ACCESORIOS;;;0;7
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;;;1;18
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;;;1;197
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;;;5;429
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS VERANO;;;1;4
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ACCESORIOS;;;0;5
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS CALZADO;;;1;14
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;;;0;17
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;;;1;193
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;;;5;298
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS VERANO;;;0;1
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ACCESORIOS;;;0;4
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;;;1;16
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS INTERIOR;;;2;196
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;;;6;416
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS VERANO;;;0;2
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ACCESORIOS;;;0;4
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS CALZADO;;;1;14
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;;;1;197
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;4;299
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS VERANO;;;0;1
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ACCESORIOS;;;0;7
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS CALZADO;;;1;15
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;2;18
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;;;2;200
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;6;424
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS VERANO;;;0;2
16;13/4/2025;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ACCESORIOS;;;0;5
