SEMANA;Fecha;Tipo Transferencia;Origen;Destino;Division; BULTOS; UNIDADES; BULTOS; UNIDADES
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS INTERIOR;1;18;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;1;20;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;1;26;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS INTERIOR;1;26;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;5;258;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS INTERIOR;1;114;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;2;37;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;2;52;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;3;115;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;1;103;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;2;104;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;1;13;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;1;22;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;34;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1;160;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;1;21;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;5;394;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS INTERIOR;1;23;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;2;34;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;38;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;2;114;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;2;78;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS INTERIOR;3;173;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;2;150;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;1;100;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;2;62;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;40;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS INTERIOR;1;100;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;14;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS INTERIOR;2;125;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;2;38;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS HOGAR;5;32;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;21;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;102;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS INTERIOR;1;24;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;50;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;1;30;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;6;279;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;3;74;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;1;30;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;3;224;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;1;26;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;1;23;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;40;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS HOGAR;1;18;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;1;58;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;17;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;3;108;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;1;24;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;4;143;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;2;46;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;1;40;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;3;106;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS INTERIOR;1;34;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;5;687;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;2;52;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;2;70;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;3;100;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;3;297;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;1;187;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS VERANO;1;1;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;1;30;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;17;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;1;4;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;3;170;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;2;80;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;1;23;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;1;108;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;5;828;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;31;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;3;111;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;39;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS INTERIOR;1;26;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;2;91;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS INTERIOR;1;25;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;6;445;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS HOGAR;1;34;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;3;115;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;1;30;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;1;58;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;2;70;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;2;88;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;2;70;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;10;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;2;69;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;1;30;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;2;121;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS HOGAR;1;40;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;3;113;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;2;80;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;2;69;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;3;197;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS HOGAR;1;42;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;1;40;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;1;30;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ACCESORIOS;0;21;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;6;114;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS INTERIOR;0;8;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;4;646;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS HOGAR;1;56;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;3;92;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;50;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1;38;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;4;298;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;3;54;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;4;334;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;43;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;3;106;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;3;93;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;3;527;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;39;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;1;30;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;2;41;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;2;90;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;1;30;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;53;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS INTERIOR;1;56;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;3;348;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;2;20;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;2;240;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;2;71;;
16;17/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;40;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;1;26;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;1;186;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS INTERIOR;1;15;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;171;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;7;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;1;200;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;2;55;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;2;544;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS INTERIOR;0;18;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;2;235;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS VERANO;0;9;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;1;26;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;1;41;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;50;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS INTERIOR;1;22;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;2;605;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;1;30;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;4;228;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;329;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS INTERIOR;1;11;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;1;192;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;1;40;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;2;328;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;40;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;1;60;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;1;15;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;1;33;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;50;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS INTERIOR;1;25;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;1;40;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;1;32;;
16;18/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;110;;
17;21/4/2025;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS HOGAR;;;2;53
17;21/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;;;3;520
17;21/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;3;714
17;21/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;;;1;72
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS INTERIOR;;;1;11
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;;;3;388
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS HOGAR;;;1;50
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;;;1;60
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;2;473
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;;;2;500
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;2;130
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;2;304
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;SABA-DS;DS HOGAR;;;1;130
17;22/4/2025;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS HOGAR;;;1;50
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;;;1;36
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;2;591
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS HOGAR;;;1;95
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;;;2;101
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;1;184
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;;;1;122
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;;;1;148
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;1;43
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;4;577
17;23/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;;;1;104
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;3;835
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;;;1;1
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;;;1;65
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;2;431
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;5;382
17;24/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;3;375
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;1;2
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;;;9;1,736
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS ROPA;;;1;12
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;;;0;1
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS INTERIOR;;;0;2
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS ROPA;;;0;68
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;;;2;190
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;;;3;274
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;1;121
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;1;14
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ACCESORIOS;;;0;8
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;;;1;180
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS JUGUETERIA;;;0;2
17;25/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;;;1;32
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;1;67
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;;;1;120
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;;;1;81
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;;;4;803
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ACCESORIOS;;;1;2
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;;;4;224
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS INTERIOR;;;1;2
17;26/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;;;8;1,276
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;1;21;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;1;479;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;1;24;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;75;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS ROPA;3;596;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;1;30;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS INTERIOR;1;3;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS ROPA;1;131;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;4;218;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;1;124;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;2;197;;
17;19/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;1;30;;
